ts,asset,items,status,status_time,power_avg,cycle_time,alarm
2021-03-30 10:45:39+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:45:42+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:45:45+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:45:48+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:45:51+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:45:54+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:45:57+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:46:00+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:46:03+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:46:06+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:46:09+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:46:12+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:46:15+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:46:18+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:46:21+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:46:24+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:46:27+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:46:30+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:46:33+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:46:36+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:46:39+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:46:42+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:46:46+00:00,1,0.0,3.0,4.0,0.0,0.0,1
2021-03-30 10:46:48+00:00,1,0.0,3.0,2.0,0.0,0.0,1
2021-03-30 10:46:51+00:00,1,0.0,1.0,3.0,0.0,0.0,0
2021-03-30 10:46:52+00:00,1,0.0,2.0,1.0,0.0,0.0,0
2021-03-30 10:46:54+00:00,1,0.0,2.0,2.0,0.0,0.0,0
2021-03-30 10:46:57+00:00,1,0.0,2.0,3.0,0.0,0.0,0
2021-03-30 10:47:00+00:00,1,0.0,2.0,3.0,0.0,0.0,0
2021-03-30 10:47:03+00:00,1,0.0,2.0,3.0,0.0,0.0,0
2021-03-30 10:47:05+00:00,1,0.0,3.0,2.0,0.0,0.0,1
2021-03-30 10:47:06+00:00,1,0.0,3.0,1.0,0.0,0.0,1
2021-03-30 10:47:09+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:47:12+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:47:15+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:47:18+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:47:21+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:47:24+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:47:27+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:47:30+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:47:33+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:47:36+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:47:39+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:47:42+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:47:45+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:47:48+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:47:51+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:47:54+00:00,1,0.0,3.0,3.0,1.0,0.0,1
2021-03-30 10:47:57+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:48:00+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:48:03+00:00,1,2.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:48:06+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:48:09+00:00,1,2.0,3.0,3.0,0.0,5.0,1
2021-03-30 10:48:12+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:48:15+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:48:18+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:48:21+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:48:24+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:48:27+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:48:30+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:48:33+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:48:36+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:48:39+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:48:42+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:48:45+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:48:48+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:48:51+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:48:54+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:48:57+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:49:00+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:49:03+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:49:06+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:49:09+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:49:12+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:49:15+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:49:18+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:49:21+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:49:24+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:49:27+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:49:30+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:49:33+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:49:36+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:49:39+00:00,1,0.0,3.0,3.0,0.0,0.0,1
2021-03-30 10:50:22+00:00,1,0.0,3.0,0.0,0.0,0.0,1
2021-03-30 10:53:31+00:00,1,0.0,1.0,0.0,0.0,0.0,0
2021-03-30 10:55:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 11:00:29+00:00,1,0.0,1.0,0.0,0.0,0.0,0
2021-03-30 11:05:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 11:10:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 11:15:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 11:20:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 11:25:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 11:30:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 11:35:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 11:40:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 11:45:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 11:50:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 11:55:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 12:00:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 12:05:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 12:10:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 12:15:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 12:20:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 12:25:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 12:30:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 12:35:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 12:40:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 12:45:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 12:50:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 12:55:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 13:00:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 13:05:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 13:10:00+00:00,1,0.0,1.0,60.0,1.0,0.0,0
2021-03-30 13:15:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 13:20:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 13:25:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 13:30:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 13:35:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 13:40:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 13:45:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 13:50:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 13:55:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 14:00:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 14:05:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 14:10:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 14:15:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 14:20:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 14:25:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 14:30:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 14:35:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 14:40:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 14:45:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 14:50:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 14:55:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 15:00:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 15:05:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 15:10:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 15:15:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 15:20:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 15:25:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 15:30:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 15:35:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 15:40:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 15:45:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 15:50:00+00:00,1,0.0,1.0,60.0,1.0,0.0,0
2021-03-30 15:55:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 16:00:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 16:05:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 16:10:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 16:15:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 16:20:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 16:25:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 16:30:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 16:35:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 16:40:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 16:45:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 16:50:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 16:55:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 17:00:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 17:05:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 17:10:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 17:15:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 17:20:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 17:25:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 17:30:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 17:35:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 17:40:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 17:45:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 17:50:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 17:55:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 18:00:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 18:05:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 18:15:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 18:20:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 18:25:00+00:00,1,0.0,1.0,60.0,1.0,0.0,0
2021-03-30 18:30:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 18:35:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 18:40:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 18:45:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 18:50:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 18:55:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 18:56:16+00:00,1,0.0,1.0,0.0,0.0,0.0,0
2021-03-30 19:00:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 19:05:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 19:10:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 19:15:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 19:20:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 19:25:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 19:30:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 19:35:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 19:40:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 19:45:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 19:50:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 19:55:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 20:00:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 20:05:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 20:10:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 20:15:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 20:20:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 20:25:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 20:30:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 20:35:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 20:40:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 20:45:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 20:50:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 20:55:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 21:00:00+00:00,1,0.0,1.0,60.0,1.0,0.0,0
2021-03-30 21:05:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 21:10:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
2021-03-30 21:15:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0
