ts,alarm,is_on,health_smooth,health_band,xgb_pre_alarm_prob,combined_alert,if_raw_score
2021-05-01 11:20:00+00:00,0,0,67.4,degrading,0.06839223206043243,0,-0.1033923070468471
2021-05-01 11:25:00+00:00,0,0,67.37,degrading,0.06839223206043243,0,-0.1033923070468471
2021-05-01 11:30:00+00:00,0,0,67.35,degrading,0.06839223206043243,0,-0.1033923070468471
2021-05-01 11:35:00+00:00,0,0,67.34,degrading,0.06839223206043243,0,-0.10275751693399404
2021-05-01 11:40:00+00:00,0,0,67.34,degrading,0.06839223206043243,0,-0.10280959213119745
2021-05-01 11:45:00+00:00,0,0,67.33,degrading,0.06839223206043243,0,-0.10268270824095749
2021-05-01 11:50:00+00:00,0,0,67.32,degrading,0.06839223206043243,0,-0.10277717014146914
2021-05-01 11:55:00+00:00,0,0,67.32,degrading,0.06839223206043243,0,-0.10277717014146914
2021-05-01 12:00:00+00:00,0,0,67.31,degrading,0.06839223206043243,0,-0.10277717014146914
2021-05-01 12:05:00+00:00,0,0,67.31,degrading,0.06839223206043243,0,-0.10277717014146914
2021-05-01 12:10:00+00:00,0,0,67.3,degrading,0.06839223206043243,0,-0.10277717014146914
2021-05-01 12:15:00+00:00,0,0,67.3,degrading,0.06839223206043243,0,-0.10277717014146914
2021-05-01 12:20:00+00:00,0,0,67.29,degrading,0.06839223206043243,0,-0.10277717014146914
2021-05-01 12:25:00+00:00,0,0,67.3,degrading,0.06839223206043243,0,-0.10218025721917001
2021-05-01 12:30:00+00:00,0,0,67.31,degrading,0.06839223206043243,0,-0.10218025721917001
2021-05-01 12:35:00+00:00,0,0,67.31,degrading,0.06839223206043243,0,-0.10218025721917001
2021-05-01 12:40:00+00:00,0,0,67.32,degrading,0.06839223206043243,0,-0.10218025721917001
2021-05-01 12:45:00+00:00,0,0,67.33,degrading,0.06839223206043243,0,-0.10218025721917001
2021-05-01 12:50:00+00:00,0,0,67.33,degrading,0.06839223206043243,0,-0.10218025721917001
2021-05-01 12:55:00+00:00,0,0,67.33,degrading,0.06839223206043243,0,-0.10265029356249622
2021-05-01 13:00:00+00:00,0,0,67.32,degrading,0.06839223206043243,0,-0.10265029356249622
2021-05-01 13:05:00+00:00,0,0,67.32,degrading,0.06839223206043243,0,-0.10265029356249622
2021-05-01 13:10:00+00:00,0,0,67.32,degrading,0.06839223206043243,0,-0.10265029356249622
2021-05-01 13:15:00+00:00,0,0,67.31,degrading,0.06839223206043243,0,-0.10265029356249622
2021-05-01 13:20:00+00:00,0,0,67.3,degrading,0.06839223206043243,0,-0.10303401333750917
2021-05-01 13:25:00+00:00,0,0,67.29,degrading,0.06839223206043243,0,-0.10303401333750917
2021-05-01 13:30:00+00:00,0,0,67.27,degrading,0.06839223206043243,0,-0.10352318891260504
2021-05-01 13:35:00+00:00,0,0,67.26,degrading,0.06839223206043243,0,-0.10352318891260504
2021-05-01 13:40:00+00:00,0,0,67.24,degrading,0.06839223206043243,0,-0.10352318891260504
2021-05-01 13:45:00+00:00,0,0,67.22,degrading,0.06547622382640839,0,-0.10352318891260504
2021-05-01 13:50:00+00:00,0,0,67.19,degrading,0.06547622382640839,0,-0.10437456002363144
2021-05-01 13:55:00+00:00,0,0,67.16,degrading,0.06547622382640839,0,-0.1046291197179473
2021-05-01 14:00:00+00:00,0,0,67.13,degrading,0.06547622382640839,0,-0.1046291197179473
